,block #,set size,overall stimulus id,image folder,image number,in block stim #,correct action #,correct key#,2/1 correct FB proba,CorrectFB value
0,1.0,3.0,3.0,12.0,6.0,3.0,2.0,13.0,0.2,2.0
1,1.0,3.0,2.0,12.0,2.0,2.0,1.0,15.0,0.5,1.0
2,1.0,3.0,1.0,12.0,5.0,1.0,1.0,15.0,0.8,2.0
3,1.0,3.0,3.0,12.0,6.0,3.0,2.0,13.0,0.2,1.0
4,1.0,3.0,2.0,12.0,2.0,2.0,1.0,15.0,0.5,2.0
5,1.0,3.0,1.0,12.0,5.0,1.0,1.0,15.0,0.8,2.0
6,1.0,3.0,1.0,12.0,5.0,1.0,1.0,15.0,0.8,2.0
7,1.0,3.0,3.0,12.0,6.0,3.0,2.0,13.0,0.2,1.0
8,1.0,3.0,3.0,12.0,6.0,3.0,2.0,13.0,0.2,1.0
9,1.0,3.0,2.0,12.0,2.0,2.0,1.0,15.0,0.5,1.0
10,1.0,3.0,2.0,12.0,2.0,2.0,1.0,15.0,0.5,2.0
11,1.0,3.0,1.0,12.0,5.0,1.0,1.0,15.0,0.8,2.0
12,1.0,3.0,3.0,12.0,6.0,3.0,2.0,13.0,0.2,2.0
13,1.0,3.0,2.0,12.0,2.0,2.0,1.0,15.0,0.5,1.0
14,1.0,3.0,2.0,12.0,2.0,2.0,1.0,15.0,0.5,2.0
15,1.0,3.0,1.0,12.0,5.0,1.0,1.0,15.0,0.8,2.0
16,1.0,3.0,3.0,12.0,6.0,3.0,2.0,13.0,0.2,1.0
17,1.0,3.0,1.0,12.0,5.0,1.0,1.0,15.0,0.8,2.0
18,1.0,3.0,2.0,12.0,2.0,2.0,1.0,15.0,0.5,1.0
19,1.0,3.0,2.0,12.0,2.0,2.0,1.0,15.0,0.5,2.0
20,1.0,3.0,1.0,12.0,5.0,1.0,1.0,15.0,0.8,2.0
21,1.0,3.0,3.0,12.0,6.0,3.0,2.0,13.0,0.2,1.0
22,1.0,3.0,2.0,12.0,2.0,2.0,1.0,15.0,0.5,1.0
23,1.0,3.0,3.0,12.0,6.0,3.0,2.0,13.0,0.2,1.0
24,1.0,3.0,1.0,12.0,5.0,1.0,1.0,15.0,0.8,2.0
25,1.0,3.0,1.0,12.0,5.0,1.0,1.0,15.0,0.8,1.0
26,1.0,3.0,3.0,12.0,6.0,3.0,2.0,13.0,0.2,1.0
27,1.0,3.0,3.0,12.0,6.0,3.0,2.0,13.0,0.2,1.0
28,1.0,3.0,1.0,12.0,5.0,1.0,1.0,15.0,0.8,1.0
29,1.0,3.0,2.0,12.0,2.0,2.0,1.0,15.0,0.5,2.0
30,2.0,5.0,4.0,6.0,6.0,1.0,1.0,15.0,0.8,2.0
31,2.0,5.0,7.0,6.0,5.0,4.0,2.0,13.0,0.5,1.0
32,2.0,5.0,7.0,6.0,5.0,4.0,2.0,13.0,0.5,1.0
33,2.0,5.0,4.0,6.0,6.0,1.0,1.0,15.0,0.8,1.0
34,2.0,5.0,6.0,6.0,3.0,3.0,1.0,15.0,0.8,2.0
35,2.0,5.0,6.0,6.0,3.0,3.0,1.0,15.0,0.8,2.0
36,2.0,5.0,5.0,6.0,1.0,2.0,1.0,15.0,0.5,2.0
37,2.0,5.0,5.0,6.0,1.0,2.0,1.0,15.0,0.5,2.0
38,2.0,5.0,8.0,6.0,4.0,5.0,2.0,13.0,0.2,1.0
39,2.0,5.0,8.0,6.0,4.0,5.0,2.0,13.0,0.2,1.0
40,2.0,5.0,4.0,6.0,6.0,1.0,1.0,15.0,0.8,2.0
41,2.0,5.0,7.0,6.0,5.0,4.0,2.0,13.0,0.5,2.0
42,2.0,5.0,4.0,6.0,6.0,1.0,1.0,15.0,0.8,2.0
43,2.0,5.0,7.0,6.0,5.0,4.0,2.0,13.0,0.5,1.0
44,2.0,5.0,6.0,6.0,3.0,3.0,1.0,15.0,0.8,1.0
